person,name,year
https://data.muziekweb.nl/Link/M00000008108,Wilbur De Paris,1900
https://data.muziekweb.nl/Link/M00000008183,Roy Samuel Reid,1942
https://data.muziekweb.nl/Link/M00000008183,I-Roy,1942
https://data.muziekweb.nl/Link/M00000008232,Manfred Alois Perilano,1946
https://data.muziekweb.nl/Link/M00000008232,Tess Teiges,1946
https://data.muziekweb.nl/Link/M00000008232,Fancy [DE],1946
https://data.muziekweb.nl/Link/M00000008292,Kirill Stetsjenko,1882
https://data.muziekweb.nl/Link/M00000008292,Kyrylo Stetsenko,1882
https://data.muziekweb.nl/Link/M00000008292,Kirill Stetsenko,1882
https://data.muziekweb.nl/Link/M00000008299,Gloria Estefan,1957
https://data.muziekweb.nl/Link/M00000008318,Davey J. Williams,1952
https://data.muziekweb.nl/Link/M00000008318,Davey Williams,1952
https://data.muziekweb.nl/Link/M00000008340,Chuck Wayne,1923
https://data.muziekweb.nl/Link/M00000008369,Francis Lemarque,1917
https://data.muziekweb.nl/Link/M00000008398,Ola Belle Reed,1916
https://data.muziekweb.nl/Link/M00000008468,Ike Quebec,1918
https://data.muziekweb.nl/Link/M00000008484,Francisco [ES],1959
https://data.muziekweb.nl/Link/M00000008537,Alfred Hitchcock,1899
https://data.muziekweb.nl/Link/M00000008595,Tom Waits,1949
https://data.muziekweb.nl/Link/M00000008611,Ria Abadji,1903
https://data.muziekweb.nl/Link/M00000008611,Rita Abatsi,1903
https://data.muziekweb.nl/Link/M00000008611,Rita Abatzi,1903
https://data.muziekweb.nl/Link/M00000008611,Rita Abadzi,1903
https://data.muziekweb.nl/Link/M00000008616,Jimmy Wakely,1914
https://data.muziekweb.nl/Link/M00000008683,Alexander Herman Moore,1899
https://data.muziekweb.nl/Link/M00000008683,Whistlin' Alex Moore,1899
https://data.muziekweb.nl/Link/M00000008683,Alex Moore,1899
https://data.muziekweb.nl/Link/M00000008715,Tom Wilson [UK],1951
https://data.muziekweb.nl/Link/M00000008736,Julian Lennon,1963
https://data.muziekweb.nl/Link/M00000008771,Tony Curtis,1925
https://data.muziekweb.nl/Link/M00000008816,Dan Barrett [I],1955
https://data.muziekweb.nl/Link/M00000008875,Athahualpa Yupanqui,1908
